ind_group_bls,unemp_renter_adj
15000000,1.93971964464396
20000000,1.1733083032572147
30000000,1.3651929419253346
40000000,1.1465254293167468
50000000,0.7854023760908099
55000000,1.3394941939106497
60000000,1.2388046245831599
65000000,1.3427437398169841
70000000,1.037337017585922
80000000,1.095587506740559
90000000,1.7364276178979106
